person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,26400,RENT,1.0,PERSONAL,D,10000,16.02,1,0.38,N,2
21,52240,RENT,5.0,MEDICAL,E,18000,19.69,1,0.34,N,2
23,50400,MORTGAGE,7.0,EDUCATION,B,2500,10.99,0,0.05,N,4
23,37000,RENT,4.0,DEBTCONSOLIDATION,A,6400,,0,0.17,N,4
22,96000,MORTGAGE,4.0,EDUCATION,B,5500,12.69,0,0.06,N,3
32,34000,RENT,0.0,EDUCATION,B,7500,10.01,1,0.22,N,5
22,70000,MORTGAGE,4.0,VENTURE,B,13750,10.75,0,0.2,N,3
22,29000,RENT,4.0,VENTURE,A,1000,7.29,0,0.03,N,4
27,14400,RENT,3.0,EDUCATION,F,2500,18.3,1,0.17,N,7
32,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,8.88,1,0.2,N,9
24,57692,RENT,2.0,HOMEIMPROVEMENT,C,5000,13.23,0,0.09,Y,3
30,50600,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.48,0,0.24,N,6
29,50000,OWN,8.0,HOMEIMPROVEMENT,B,9725,12.12,0,0.19,N,6
25,33500,RENT,2.0,VENTURE,B,10000,10.25,0,0.3,N,3
29,38004,RENT,2.0,PERSONAL,C,1500,12.53,1,0.04,Y,7
33,172000,MORTGAGE,4.0,EDUCATION,B,16000,9.63,0,0.09,N,8
22,40000,RENT,3.0,EDUCATION,B,12000,11.89,0,0.3,N,3
29,67000,RENT,1.0,EDUCATION,C,15000,13.57,0,0.22,N,9
30,119700,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9500,8.94,0,0.08,N,10
24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,Y,2
56,32400,RENT,,MEDICAL,A,8575,7.51,0,0.26,N,18
21,54036,MORTGAGE,3.0,MEDICAL,B,8000,11.36,0,0.15,N,2
24,138000,RENT,2.0,VENTURE,D,20000,15.99,1,0.14,Y,3
28,50000,OWN,12.0,VENTURE,A,6000,6.03,0,0.12,N,9
38,22000,RENT,2.0,VENTURE,C,4000,12.68,0,0.18,Y,12
24,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3
27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0,0.51,N,5
25,50000,MORTGAGE,9.0,VENTURE,A,18650,7.9,0,0.37,N,4
24,73440,MORTGAGE,7.0,EDUCATION,A,7000,6.99,0,0.1,N,2
25,65000,RENT,1.0,HOMEIMPROVEMENT,A,3000,8.49,0,0.05,N,4
22,39000,MORTGAGE,1.0,VENTURE,F,5000,18.21,1,0.13,Y,4
23,33600,MORTGAGE,3.0,MEDICAL,A,4200,,0,0.13,N,3
41,57996,MORTGAGE,2.0,PERSONAL,B,15000,9.62,0,0.26,N,12
23,28000,OWN,6.0,VENTURE,B,7000,9.99,0,0.25,N,4
30,74000,MORTGAGE,0.0,PERSONAL,A,7625,,0,0.1,N,5
24,100000,RENT,4.0,MEDICAL,A,15000,7.49,0,0.15,N,2
21,43000,RENT,5.0,VENTURE,D,8500,15.58,0,0.2,N,2
25,24000,RENT,4.0,MEDICAL,D,2000,16.59,0,0.08,N,2
26,61000,MORTGAGE,10.0,PERSONAL,B,12000,10.99,0,0.2,N,3
66,42000,RENT,2.0,MEDICAL,B,6475,9.99,0,0.15,N,30
37,59000,MORTGAGE,7.0,MEDICAL,A,11000,,0,0.19,N,17
32,48000,RENT,3.0,EDUCATION,C,14100,13.49,0,0.29,N,5
25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,10.25,0,0.17,N,2
26,50000,OWN,8.0,PERSONAL,C,4200,12.99,0,0.08,Y,4
21,34000,RENT,5.0,DEBTCONSOLIDATION,C,7800,13.79,1,0.23,N,2
22,50000,RENT,0.0,EDUCATION,A,9200,6.92,0,0.18,N,4
33,38400,RENT,6.0,MEDICAL,B,10500,11.99,0,0.27,N,8
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10
21,36000,MORTGAGE,0.0,EDUCATION,A,14000,6.54,1,0.39,N,4
24,48000,MORTGAGE,4.0,MEDICAL,A,4000,5.42,0,0.08,N,4
21,21600,MORTGAGE,6.0,MEDICAL,A,7575,,0,0.35,N,2
26,54000,MORTGAGE,3.0,MEDICAL,A,5000,5.79,0,0.09,N,3
28,140000,RENT,9.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.09,N,7
29,30000,MORTGAGE,13.0,PERSONAL,B,9000,10.36,1,0.3,N,10
23,39000,RENT,7.0,MEDICAL,D,6000,14.09,1,0.15,Y,3
22,42000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.24,N,3
32,150000,MORTGAGE,0.0,PERSONAL,E,24000,17.04,0,0.16,Y,9
22,20000,RENT,1.0,EDUCATION,B,4000,11.89,0,0.2,N,3
33,36000,MORTGAGE,3.0,PERSONAL,A,7800,7.14,0,0.22,N,10
38,117400,MORTGAGE,7.0,PERSONAL,B,16000,10.75,0,0.14,N,16
22,80000,MORTGAGE,6.0,PERSONAL,A,5000,7.14,0,0.06,N,2
35,75000,RENT,13.0,VENTURE,F,15175,21.74,0,0.2,Y,8
24,15000,RENT,0.0,EDUCATION,C,2100,13.11,0,0.14,Y,4
25,40000,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.05,N,2
29,130000,RENT,1.0,EDUCATION,C,10000,14.26,0,0.08,N,5
24,30000,RENT,2.0,DEBTCONSOLIDATION,C,6000,13.49,0,0.2,N,3
31,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.13,Y,8
29,46000,MORTGAGE,3.0,PERSONAL,B,6000,11.49,0,0.13,N,8
26,32000,RENT,4.0,DEBTCONSOLIDATION,A,12250,,1,0.38,N,2
24,34860,RENT,0.0,VENTURE,B,2000,,0,0.06,N,2
40,75000,MORTGAGE,6.0,EDUCATION,C,7500,12.23,0,0.1,Y,16
32,36000,RENT,2.0,VENTURE,B,5000,11.83,0,0.14,N,10
36,38568,RENT,7.0,EDUCATION,E,2400,18.39,0,0.06,Y,13
25,96000,MORTGAGE,6.0,VENTURE,C,21000,14.65,0,0.22,N,4
22,14400,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4
39,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12800,6.62,0,0.21,N,14
38,18720,RENT,0.0,DEBTCONSOLIDATION,D,6000,15.99,1,0.32,Y,12
25,40000,OWN,3.0,EDUCATION,D,12000,14.83,0,0.3,N,4
25,75000,RENT,1.0,HOMEIMPROVEMENT,C,11250,,0,0.15,N,3
31,62201,RENT,2.0,DEBTCONSOLIDATION,B,9000,12.53,0,0.14,N,8
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0.37,N,3
29,48000,MORTGAGE,13.0,PERSONAL,A,6625,8.49,0,0.14,N,9
24,54731,RENT,2.0,DEBTCONSOLIDATION,B,3200,11.83,0,0.06,N,2
25,54000,MORTGAGE,9.0,PERSONAL,C,16000,,0,0.3,N,4
38,18000,RENT,4.0,PERSONAL,C,3000,13.23,1,0.17,N,17
26,37500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.54,0,0.19,N,4
28,130000,OWN,10.0,EDUCATION,B,24000,11.83,0,0.18,N,10
25,19200,RENT,5.0,HOMEIMPROVEMENT,B,4000,,1,0.21,N,3
24,78000,RENT,1.0,DEBTCONSOLIDATION,B,3500,11.83,1,0.04,N,3
22,125000,MORTGAGE,0.0,PERSONAL,D,25000,,0,0.2,Y,2
25,35000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7000,,0,0.2,N,2
33,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,6000,14.11,1,0.18,N,9
26,145992,MORTGAGE,0.0,EDUCATION,D,20000,,0,0.14,Y,2
47,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,8.07,0,0.12,N,15
23,44248,RENT,,EDUCATION,A,13200,,0,0.3,N,2
25,34600,RENT,0.0,EDUCATION,A,8950,6.17,0,0.26,N,4
39,48000,RENT,3.0,MEDICAL,C,8400,12.53,0,0.17,Y,17
25,60000,RENT,6.0,PERSONAL,B,8000,9.63,0,0.13,N,3
27,24000,RENT,5.0,MEDICAL,F,1200,18.99,0,0.05,N,7
22,55000,MORTGAGE,7.0,MEDICAL,B,13500,9.67,0,0.25,N,2
35,48000,MORTGAGE,8.0,MEDICAL,C,2000,11.97,0,0.04,N,10
35,85000,MORTGAGE,0.0,EDUCATION,B,20000,12.21,0,0.24,N,10
29,54996,RENT,6.0,PERSONAL,E,4200,15.95,0,0.08,Y,10
25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2
38,62000,RENT,5.0,EDUCATION,B,7000,10.62,0,0.11,N,14
40,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3500,12.99,0,0.06,Y,14
27,43200,RENT,9.0,MEDICAL,C,4000,13.48,0,0.09,N,7
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4
23,62471,MORTGAGE,,PERSONAL,A,12000,6.91,0,0.19,N,4
27,35000,RENT,1.0,VENTURE,A,4500,7.66,0,0.13,N,7
32,80000,RENT,1.0,PERSONAL,B,6400,10.99,0,0.08,N,8
24,36000,RENT,1.0,PERSONAL,B,8000,12.12,1,0.22,N,4
24,39600,RENT,7.0,HOMEIMPROVEMENT,B,10000,10.36,1,0.25,N,3
26,47000,RENT,7.0,MEDICAL,A,15000,7.9,1,0.32,N,4
37,50000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.16,N,16
26,20000,RENT,0.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.24,N,2
24,75000,OWN,8.0,HOMEIMPROVEMENT,B,29800,,0,0.4,N,4
23,40000,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,N,2
27,80000,MORTGAGE,7.0,MEDICAL,B,7400,12.69,0,0.09,N,10
32,80000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,15350,8.49,0,0.19,N,7
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9
26,52800,RENT,4.0,VENTURE,B,8975,10.99,0,0.17,N,2
23,70000,RENT,4.0,EDUCATION,D,8000,16.02,0,0.11,N,2
28,45000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.18,N,8
23,80000,RENT,6.0,PERSONAL,A,5000,5.42,0,0.06,N,2
23,54000,MORTGAGE,3.0,VENTURE,B,10000,9.88,0,0.19,N,2
31,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.15,N,7
40,43000,MORTGAGE,18.0,MEDICAL,C,2500,12.84,0,0.06,N,14
26,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3
24,86376,MORTGAGE,2.0,MEDICAL,A,20000,7.29,0,0.23,N,3
23,50052,OWN,8.0,PERSONAL,B,15000,9.63,0,0.3,N,4
22,36000,RENT,3.0,EDUCATION,A,4000,5.42,0,0.11,N,2
28,44500,MORTGAGE,2.0,PERSONAL,A,10000,8.59,0,0.22,N,6
28,200000,MORTGAGE,12.0,EDUCATION,A,25000,7.9,0,0.13,N,9
30,98000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,5200,16.49,1,0.05,N,6
24,87220,MORTGAGE,7.0,VENTURE,C,8000,,1,0.09,Y,3
29,109900,MORTGAGE,9.0,EDUCATION,C,15000,13.47,1,0.14,Y,10
25,34800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5125,6.99,1,0.15,N,2
29,120000,MORTGAGE,2.0,PERSONAL,C,20000,13.92,0,0.17,N,6
24,58155,RENT,8.0,HOMEIMPROVEMENT,E,12950,,0,0.22,N,4
30,30000,RENT,3.0,EDUCATION,C,4500,13.92,0,0.15,N,8
24,85000,RENT,8.0,PERSONAL,B,10000,10.37,0,0.12,N,4
27,60000,RENT,1.0,VENTURE,C,10000,13.22,0,0.17,N,7
28,57600,MORTGAGE,12.0,PERSONAL,B,10625,12.42,0,0.18,N,6
31,20800,RENT,3.0,MEDICAL,D,9750,17.19,1,0.47,Y,6
26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2
21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,Y,2
22,65000,RENT,1.0,EDUCATION,A,12500,6.91,0,0.19,N,2
29,140000,MORTGAGE,4.0,MEDICAL,A,24000,7.88,0,0.17,N,5
22,40000,RENT,3.0,PERSONAL,E,7200,18.79,0,0.18,N,3
25,50000,MORTGAGE,0.0,VENTURE,A,2600,6.03,0,0.05,N,3
26,45000,RENT,1.0,VENTURE,B,6000,11.71,0,0.13,N,2
23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,N,4
25,35000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,5400,12.17,0,0.15,N,4
24,27360,MORTGAGE,5.0,PERSONAL,A,8000,7.29,0,0.29,N,3
24,238000,RENT,2.0,VENTURE,D,10000,13.67,1,0.04,N,2
31,101416,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.15,Y,8
35,58000,MORTGAGE,8.0,MEDICAL,C,6000,12.99,0,0.1,Y,8
32,83196,RENT,1.0,MEDICAL,B,9350,,0,0.11,N,8
56,65000,RENT,7.0,DEBTCONSOLIDATION,A,7700,5.42,0,0.12,N,24
29,118374,MORTGAGE,13.0,VENTURE,C,3500,13.49,0,0.03,Y,6
24,43590,MORTGAGE,8.0,MEDICAL,B,8000,11.83,1,0.18,N,3
23,68500,MORTGAGE,7.0,PERSONAL,D,9800,14.84,1,0.14,N,2
25,107000,MORTGAGE,1.0,MEDICAL,A,1000,7.4,0,0.01,N,4
26,62000,RENT,1.0,MEDICAL,C,5200,15.96,0,0.08,N,4
23,36000,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4
24,55000,MORTGAGE,8.0,MEDICAL,A,1800,7.49,0,0.03,N,3
22,52000,MORTGAGE,6.0,PERSONAL,A,4800,8.59,0,0.09,N,2
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.07,N,7
22,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,,1,0.26,N,4
29,44000,RENT,14.0,DEBTCONSOLIDATION,B,16000,,1,0.36,N,9
45,47000,RENT,4.0,MEDICAL,B,2800,9.62,0,0.06,N,11
24,29000,RENT,0.0,MEDICAL,D,12000,15.05,1,0.41,Y,2
21,18000,RENT,5.0,MEDICAL,B,1500,12.18,1,0.08,N,3
50,46000,MORTGAGE,8.0,EDUCATION,D,8600,14.09,0,0.19,N,12
30,59497,MORTGAGE,4.0,MEDICAL,D,17000,16.89,1,0.24,N,8
33,30000,RENT,14.0,EDUCATION,B,7500,11.86,1,0.25,N,5
29,74360,OWN,7.0,MEDICAL,A,8725,5.99,0,0.12,N,7
33,34000,RENT,6.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.24,N,5
25,75000,MORTGAGE,5.0,EDUCATION,A,5800,,0,0.08,N,2
47,79500,MORTGAGE,0.0,EDUCATION,A,16000,7.51,0,0.2,N,13
21,30000,RENT,2.0,MEDICAL,A,4150,6.76,0,0.14,N,3
24,85000,RENT,0.0,EDUCATION,A,16000,6.91,0,0.19,N,2
25,39204,RENT,3.0,PERSONAL,F,10500,,0,0.27,Y,4
30,45000,RENT,2.0,EDUCATION,A,13250,7.9,0,0.29,N,9
25,45000,MORTGAGE,4.0,MEDICAL,A,5800,6.99,0,0.13,N,2
33,67000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.37,N,6
29,40000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.91,1,0.17,Y,9
27,75000,MORTGAGE,2.0,VENTURE,B,8000,10.95,0,0.11,N,7
27,70176,RENT,3.0,MEDICAL,A,9000,7.88,0,0.13,N,5
22,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.49,1,0.33,N,2
22,35004,OWN,1.0,VENTURE,B,9000,10.0,0,0.26,N,2
27,75000,MORTGAGE,3.0,VENTURE,B,4000,11.49,0,0.05,N,7
22,40000,MORTGAGE,5.0,MEDICAL,B,8000,10.74,0,0.2,N,3
21,35004,MORTGAGE,1.0,VENTURE,A,3600,8.0,0,0.1,N,2
23,54000,MORTGAGE,5.0,EDUCATION,B,7750,10.38,1,0.14,N,4
31,35000,RENT,3.0,VENTURE,B,5000,10.65,0,0.14,N,5
36,75000,MORTGAGE,9.0,EDUCATION,B,15000,12.18,0,0.2,N,16
32,32423,RENT,10.0,HOMEIMPROVEMENT,B,8475,,1,0.26,N,6
23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0,0.16,N,3
26,74000,RENT,2.0,EDUCATION,C,8000,13.92,0,0.11,N,3
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,2
25,80000,MORTGAGE,5.0,VENTURE,A,12000,5.99,0,0.15,N,2
24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14000,10.74,0,0.12,N,3
28,96000,MORTGAGE,8.0,VENTURE,A,10000,7.66,0,0.1,N,7
25,75000,RENT,8.0,PERSONAL,B,9600,12.69,0,0.13,N,3
24,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.14,N,4
24,70000,MORTGAGE,8.0,VENTURE,A,6000,7.88,0,0.09,N,3
33,153000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,23100,14.74,1,0.15,Y,9
27,34000,MORTGAGE,12.0,VENTURE,C,10625,13.47,0,0.31,Y,10
30,66000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,11200,13.49,1,0.17,N,6
38,48384,RENT,4.0,MEDICAL,D,19000,14.96,1,0.39,Y,16
26,87500,OTHER,3.0,VENTURE,D,7500,15.05,0,0.09,Y,2
33,42597,RENT,5.0,VENTURE,B,9000,10.37,0,0.21,N,5
23,78000,RENT,1.0,HOMEIMPROVEMENT,D,12000,14.96,1,0.15,N,4
25,100000,MORTGAGE,9.0,MEDICAL,C,15000,12.73,0,0.15,Y,4
24,46704,RENT,2.0,PERSONAL,B,9000,11.49,0,0.19,N,3
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,N,2
22,46500,MORTGAGE,1.0,EDUCATION,B,12000,12.21,0,0.26,N,3
26,37000,MORTGAGE,4.0,VENTURE,A,10400,8.94,0,0.28,N,3
31,84000,MORTGAGE,0.0,PERSONAL,A,7000,7.9,0,0.08,N,6
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,,0,0.08,N,3
25,76400,RENT,3.0,VENTURE,B,13900,10.62,0,0.18,N,4
22,48000,RENT,7.0,VENTURE,E,7500,17.04,0,0.16,Y,2
26,53688,RENT,11.0,DEBTCONSOLIDATION,A,8000,5.42,0,0.15,N,4
22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3
23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0,0.32,N,4
22,60000,MORTGAGE,7.0,EDUCATION,B,10950,11.11,0,0.18,N,3
52,116000,MORTGAGE,6.0,PERSONAL,B,12800,9.99,0,0.11,N,23
37,52000,MORTGAGE,1.0,VENTURE,A,15000,,0,0.29,N,14
25,55000,RENT,9.0,EDUCATION,B,12000,10.65,0,0.22,N,3
44,48000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,17500,12.18,0,0.36,N,11
28,59000,OWN,12.0,MEDICAL,A,10000,7.49,0,0.17,N,6
25,100000,MORTGAGE,0.0,EDUCATION,A,15000,6.03,0,0.15,N,3
25,55315,RENT,3.0,EDUCATION,B,15000,10.74,0,0.27,N,2
22,85000,MORTGAGE,4.0,VENTURE,A,7000,6.91,0,0.08,N,3
24,86000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,16000,11.12,0,0.19,N,3
32,109488,MORTGAGE,16.0,HOMEIMPROVEMENT,C,12000,12.09,0,0.11,N,8
21,47208,RENT,2.0,PERSONAL,C,3000,13.92,0,0.06,Y,2
28,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,9600,10.62,0,0.13,N,7
41,125000,MORTGAGE,,VENTURE,A,14975,6.03,0,0.12,N,16
26,120000,MORTGAGE,0.0,EDUCATION,A,6000,,0,0.05,N,2
24,110000,RENT,0.0,PERSONAL,B,6000,,0,0.05,N,4
24,51996,MORTGAGE,0.0,PERSONAL,B,12000,10.74,0,0.23,N,3
24,32004,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.16,N,2
30,76404,MORTGAGE,14.0,MEDICAL,A,12000,6.54,0,0.16,N,5
31,100300,RENT,1.0,MEDICAL,D,12000,14.91,1,0.1,Y,7
29,30000,OWN,0.0,PERSONAL,A,10000,6.17,0,0.33,N,5
25,93000,RENT,0.0,DEBTCONSOLIDATION,D,12000,13.12,1,0.13,N,2
22,50000,MORTGAGE,2.0,EDUCATION,B,22000,9.91,0,0.44,N,2
25,26000,OWN,,EDUCATION,A,10000,5.79,0,0.38,N,3
24,44000,MORTGAGE,,MEDICAL,A,3600,5.79,0,0.08,N,2
25,105897,MORTGAGE,9.0,MEDICAL,B,25000,11.36,0,0.24,N,3
36,30996,RENT,2.0,PERSONAL,C,5500,12.53,0,0.18,Y,15
22,33600,OWN,,PERSONAL,C,12000,13.06,0,0.36,Y,4
24,40560,RENT,5.0,VENTURE,A,8000,7.66,0,0.2,N,2
25,59796,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7000,9.63,0,0.12,N,2
37,36000,RENT,2.0,PERSONAL,B,4800,10.75,0,0.13,N,14
35,94000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.16,N,9
28,52000,RENT,12.0,HOMEIMPROVEMENT,B,5000,11.36,1,0.1,N,7
51,76960,MORTGAGE,0.0,PERSONAL,B,15000,9.99,0,0.19,N,20
25,45996,RENT,2.0,DEBTCONSOLIDATION,G,5000,,1,0.11,Y,4
26,36000,RENT,2.0,PERSONAL,B,5500,10.65,0,0.15,N,2
23,50000,OWN,0.0,MEDICAL,A,10200,9.63,0,0.2,N,4
29,61200,MORTGAGE,,HOMEIMPROVEMENT,A,17000,6.03,0,0.28,N,10
28,22884,RENT,4.0,DEBTCONSOLIDATION,B,4800,10.38,0,0.21,N,7
23,62000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,10.08,0,0.1,N,2
31,61400,MORTGAGE,15.0,PERSONAL,B,15000,10.25,0,0.24,N,10
30,79000,MORTGAGE,14.0,PERSONAL,A,7500,7.14,0,0.09,N,8
26,15000,RENT,8.0,MEDICAL,B,3200,12.21,1,0.21,N,2
30,95000,MORTGAGE,0.0,PERSONAL,D,6000,15.99,0,0.06,Y,7
44,62400,RENT,,HOMEIMPROVEMENT,E,10000,16.82,1,0.16,N,15
26,47000,RENT,5.0,PERSONAL,C,9500,12.87,0,0.2,N,4
23,36000,RENT,0.0,EDUCATION,A,8000,7.51,0,0.22,N,2
25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.17,N,4
23,68000,MORTGAGE,3.0,VENTURE,B,9750,10.37,0,0.14,N,3
26,19392,RENT,7.0,DEBTCONSOLIDATION,C,1900,,0,0.1,Y,3
40,66000,OWN,25.0,PERSONAL,C,6125,14.65,0,0.09,N,13
29,126000,MORTGAGE,5.0,VENTURE,D,7000,16.02,0,0.06,N,5
38,72900,RENT,3.0,PERSONAL,C,15000,12.68,0,0.21,N,12
24,30500,RENT,2.0,EDUCATION,F,6800,21.74,1,0.22,Y,3
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2
22,15000,RENT,2.0,VENTURE,A,3000,7.51,1,0.2,N,4
22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2
24,72000,RENT,3.0,EDUCATION,A,6000,7.66,0,0.08,N,3
24,105000,RENT,5.0,HOMEIMPROVEMENT,C,4800,,0,0.05,Y,2
42,68850,RENT,8.0,MEDICAL,D,24250,15.58,1,0.3,N,14
48,85000,MORTGAGE,0.0,EDUCATION,A,10000,7.51,0,0.12,N,13
21,24000,RENT,2.0,MEDICAL,C,5000,12.98,0,0.21,N,2
21,87500,OWN,5.0,EDUCATION,C,12000,,0,0.14,N,2
23,31200,RENT,0.0,PERSONAL,C,3200,13.49,0,0.1,Y,2
30,44449,MORTGAGE,2.0,VENTURE,C,21250,13.48,0,0.48,Y,6
25,48000,MORTGAGE,6.0,EDUCATION,B,24250,10.25,0,0.51,N,3
22,30000,RENT,2.0,VENTURE,D,4200,15.31,1,0.14,Y,2
26,90000,RENT,4.0,EDUCATION,A,12000,,0,0.13,N,3
28,71000,MORTGAGE,4.0,PERSONAL,A,12000,8.49,0,0.17,N,9
27,37440,RENT,5.0,PERSONAL,A,15000,7.9,1,0.4,N,8
36,69996,RENT,6.0,VENTURE,B,20400,10.37,0,0.29,N,14
29,100000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,20000,14.61,0,0.2,Y,10
38,160000,MORTGAGE,12.0,EDUCATION,A,14000,6.62,0,0.09,N,16
31,70000,MORTGAGE,9.0,MEDICAL,A,6000,7.49,0,0.09,N,7
23,110000,MORTGAGE,1.0,PERSONAL,B,18000,10.37,0,0.16,N,3
24,69996,RENT,7.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.07,N,4
29,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7500,7.49,1,0.14,N,9
25,39500,RENT,2.0,MEDICAL,A,10000,5.99,0,0.25,N,2
30,33000,MORTGAGE,3.0,EDUCATION,B,5600,10.59,0,0.17,N,9
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4
22,33000,RENT,2.0,EDUCATION,B,7500,,0,0.23,N,4
24,109720,MORTGAGE,2.0,VENTURE,B,20000,10.75,0,0.18,N,4
32,120000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,5600,10.75,0,0.05,N,10
24,61500,MORTGAGE,8.0,VENTURE,B,3200,11.49,0,0.05,N,2
26,78000,RENT,8.0,HOMEIMPROVEMENT,C,20000,13.85,0,0.26,Y,4
39,42000,RENT,4.0,MEDICAL,C,6500,13.99,0,0.15,Y,14
23,95000,MORTGAGE,7.0,PERSONAL,F,25000,18.78,0,0.26,N,4
22,44000,MORTGAGE,4.0,EDUCATION,B,10000,12.69,0,0.23,N,2
24,23000,RENT,1.0,PERSONAL,C,5000,,0,0.22,Y,2
36,69736,MORTGAGE,17.0,VENTURE,E,2500,17.04,0,0.04,N,14
22,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,7.29,0,0.16,N,3
25,76000,MORTGAGE,3.0,PERSONAL,A,20000,6.54,0,0.26,N,4
47,109000,OWN,15.0,VENTURE,A,16000,7.05,0,0.15,N,14
21,32000,RENT,0.0,PERSONAL,B,12000,,1,0.38,N,4
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,Y,4
27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9
21,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0,0.43,N,4
23,122000,MORTGAGE,7.0,EDUCATION,C,16000,13.49,0,0.13,N,2
24,35004,RENT,3.0,PERSONAL,B,18250,11.49,1,0.52,N,4
34,105000,RENT,0.0,PERSONAL,A,8000,8.38,0,0.08,N,8
24,45000,RENT,1.0,PERSONAL,C,16425,13.49,1,0.36,Y,2
30,148000,RENT,2.0,EDUCATION,E,22200,19.42,1,0.15,N,8
